table_name,table_id,vacuum_type,is_automatic,status,start_time,end_time,duration_seconds,rows_before_vacuum,size_before_vacuum,sortedrows_before_vacuum,sortedrows_after_vacuum
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-12 21:40:45.052573,2026-08-12 21:40:46.386574,1.334001,276153,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-12 21:40:45.052573,,0.0,276153,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-12 21:42:15.082176,,0.0,290851,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-12 21:42:15.082176,2026-08-12 21:42:18.020167,2.937991,276922,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-12 21:43:46.753724,,0.0,302995,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-12 21:43:46.753724,2026-08-12 21:43:50.042088,3.288364,277176,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-12 21:45:15.401086,,0.0,286256,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-12 21:45:15.401086,2026-08-12 21:45:17.264131,1.863045,283753,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-12 21:46:45.263155,,0.0,302042,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-12 21:46:45.263155,2026-08-12 21:46:48.961128,3.697973,277972,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-12 21:48:15.109016,,0.0,287175,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-12 21:48:15.109016,2026-08-12 21:48:18.279888,3.170872,282876,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-12 21:49:45.165153,2026-08-12 21:49:48.305634,3.140481,279651,2990,47,47
